Job Type,Job Title,Location,Job Link,Scraped Date (DD-MM-YYYY),Employment Type,Experience Level
ADVERTISING,Interior Designer,"Adma w Dafnah, Lebanon",https://jobs.jobsforhumanity.com/KristiesLab/f8a254e5-1284-4b70-bbbb-75996e2acdf8.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ART/CREATIVE,Copywriter,"Adma w Dafnah, Lebanon",https://jobs.jobsforhumanity.com/KristiesLab/8e04dafa-b281-470b-9fc0-31b89c747573.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ENGINEERING,BIM Architect,"Riyadh, Saudi Arabia",https://jobs.jobsforhumanity.com/confidential/965acebc-29a3-46bd-b12d-12ec29b9c419.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,English Language Arts Teacher,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Brummana High School/c40553d1-cdc9-48f4-a066-89db646a19d4.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADMINISTRATIVE,Office Administrator,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Lebrus Development/60a4b917-edd5-4ca2-9cb4-d392dded2b40.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Customs Compliance Specialist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/GMA/88106a2b-58ef-48dc-acb4-f27f83980cfe.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Customs Compliance Specialist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/GMA/32255c1f-ad36-413c-bdb9-d7d5f2617747.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ENGINEERING,Landscape Architect,"Riyadh, Saudi Arabia",https://jobs.jobsforhumanity.com/confidential/02407e8e-2b19-442f-972f-262fa268f77f.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Customs Compliance Specialist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/GMA/1cb8c4a1-fcc6-444d-a9a0-0ed19c6df8ae.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Digital Marketing Specialist (For Multiple Brands),"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Optikind/37051f9e-9809-4e29-9605-d01b7aa8727b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
HUMAN RESOURCES,Sign Up,Remote,https://jobs.jobsforhumanity.com/Jobs for lebanon/4679c2cf-3dc8-4677-931b-a8eade5eb28f.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
ADMINISTRATIVE,Maintenance Coordinator/Officer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Local Host/b838bc53-d391-4e39-b6eb-8d50b5566099.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
CUSTOMER SERVICE,Customer Experience & Quality Control Agent,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/noknok S.A.L./4d3a82c9-55c4-42f0-9d59-0be5c847073b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
SALES,Business Development Lead,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Jadded/57fa286d-ac91-4971-bf48-56f9dc67e2b9.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
OTHER,Warehouse Operations Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Kunouz Group/8b2348c4-98af-422b-8955-0b45c3245b78.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
DESIGN,Graphic Designer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/The Creative 9/684a2bbe-b1b5-4e59-985a-bf83cf65ecdc.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
WRITING/EDITING,Copy Writer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/The Creative 9/cd1703bf-63d7-412b-8114-fd9966c1ebae.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
PROJECT MANAGEMENT,Communication Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/The Creative 9/f77d76b5-94e2-45a1-80e8-6a84af8d93a4.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
DISTRIBUTION,Store Picker,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/noknok Lebnon/9941c9be-3b92-477f-a443-f6553e5275ea.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ENGINEERING,MarCom/PR Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Jobs for lebanon/997ec4d1-07b9-4c4d-a774-af4830f02756.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Director
OTHER,Formulation Scientist – Quality Control,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Target Marketing and Communication/5a35bb18-2a61-45bd-80c1-3c678c0fb1aa.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Executive
OTHER,Kitchen Commis,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Xperts⁴/ Xperts⁴ Hospitality/221e3d19-29ac-4554-9bae-306d11b5d5ce.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
MARKETING,Video Content Creation Intern,Remote,https://jobs.jobsforhumanity.com/Schedex/71fa9efd-638f-4c1e-b7a7-5d158ff6e191.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Internship
ENGINEERING,Intern – Company Organization And Quality Management...,Remote,https://jobs.jobsforhumanity.com/Parissis Steel Engineering and Contracting Co/2181b440-bea6-4729-9762-9f7879f72c54.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Internship
PROJECT MANAGEMENT,Project Manager – Event And Exhibition Design,"Adma w Dafnah, Lebanon",https://jobs.jobsforhumanity.com/KristiesLab/0e29f622-4fa3-41fc-b112-3e812fd1bf85.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,PHP Web Developer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Giftbee Australia/e8612758-9d58-4d3c-98f4-04b4ae467dfb.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ART/CREATIVE,Graphic Designer,Remote,https://jobs.jobsforhumanity.com/ASM STUDIO/ebb9fe8c-f337-46ee-8b04-29a58dda03c6.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
ACCOUNTING/AUDITING,Junior Accountant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Salameh Group S.A.R.L/4f467bf4-b779-4e1e-b8b9-b4afbb095363.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
OTHER,Accountant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Salameh Group S.A.R.L/86243a4a-8016-4e63-9f8f-ba2b8f7611ab.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ENGINEERING,Maintenance And Quality Supervisor,"Gharzouz, Lebanon",https://jobs.jobsforhumanity.com/Parissis Steel Engineering and Contracting Co/b214006e-760d-48dc-873a-c2bb140741b2.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Entry Level
OTHER,Digital Marketing Specialist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Hage-Chahine Law Firm/1e92d9ae-dad1-40ef-87ca-b16d05c9a37c.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADMINISTRATIVE,Office Administrator,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Corporate/213f3e83-69dd-486a-b7a5-1492c36848ea.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
OTHER,Technical Design Engineering Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/IdealCo./ccf86ef6-16df-4d16-81b4-36fe9ea12b0f.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Executive And Personal Assistant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/ACD Management Consulting/4de43fe8-dc57-4919-8f41-fdd7f63206af.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Junior Accountant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Sea Sky Services/b11e639e-4b27-49ba-8041-b20bfe4e0f02.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Piping Design And Stress Analysis Engineer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Meta Power Systems/ae6b498c-c8bd-4ad2-8415-68acd40095eb.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADVERTISING,Head Of Digital Media,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Intouch/bd5672af-9f9d-4428-a44e-cb3913f19d3e.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
MANUFACTURING,Quality Control Assistant Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Other/6601fc4b-2ad2-4b2f-82f4-ff34a0fdc9bc.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Sales Representative,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Other/35b9b6ab-4ea7-4474-a6ea-a6a5efcac0cf.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
DISTRIBUTION,مطلوب معاون أمين مستودع,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Other/0295450a-432c-48d6-9346-c1ea86b4e07d.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ENGINEERING,Site Architect,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Mega Prefab sal/b5d3368d-e0c8-457b-8a21-87cd57cb8a4c.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADVERTISING,Account Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/RECRUITMENT/c5d7b15c-f05c-4e45-9644-be37fc9097e2.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Content Creator,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Athar Events Qatar/89774e37-f217-4787-ad5d-f5f88d397a9e.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADMINISTRATIVE,Executive Assistant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/de Gournay Beirut/1731bb3d-8f88-46f1-bfad-2ef28181a958.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Executive
OTHER,Project Administrative Coordinator,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Shankara Universal/6c2cd1a6-9c5a-4067-8a85-c80b33e994c0.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
DESIGN,Graphic Designer,"Adma w Dafnah, Lebanon",https://jobs.jobsforhumanity.com/KristiesLab/1f0feb38-3be5-418b-83e9-ee064cb347fe.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
SALES,Real Estate Lead Generation Specialist,"Tripoli, Lebanon",https://jobs.jobsforhumanity.com/Elias Holdings/4d1ea0d2-c5c3-4eaa-828d-3e8d7d16f8d4.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Entry Level
MARKETING,Social Media,"Kuwait City, Kuwait",https://jobs.jobsforhumanity.com/kuwaitskydive/e728ce34-2888-4bb4-86d0-62d61be1dada.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
ACCOUNTING/AUDITING,Accounting Operations Specialist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/EXEO/22c9aead-f070-4f7a-a5fc-50d4ab7da9c6.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
MANAGEMENT,Main Chef,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/International Links/ff5fd4ad-3558-44bd-acd3-cfae615419c8.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Executive
OTHER,Full-Stack Web Developer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Media Doc/7828b878-d562-4ba6-bd89-f27f30510683.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Creative Graphic Designer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Akkawi Trading/3de84615-54d3-48e8-9aae-6cb998cc9c35.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Sales Manager – Freight / Logistics (for...,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Jobs for lebanon/a001ee6a-66d1-4cdc-8b6a-07fc8b4e69dc.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADMINISTRATIVE,ADMIN COORDINATOR,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/GLOBAL HUMANITARIAN CONSULTING/d6835271-6f06-4c3f-8ff9-23508055b30b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
OTHER,Social Media Strategist,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/kuwaitskydive/10797db9-3ca5-4356-91f9-256d74baba0d.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Senior Audit Engagement Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Serhal Nassar & co/374af507-f33e-4921-8898-fccdc3ab8d19.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
DISTRIBUTION,سائق شاحنة,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Other/0c497935-24de-4e74-a46d-e95c3fff5dde.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
SALES,Sales Representative,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/VRESSO/da895cb9-b542-43e4-bed9-b1c861a1dbf2.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
PRODUCT MANAGEMENT,Furniture Production Manager,"Congo, Congo (Democratic Republic of the)",https://jobs.jobsforhumanity.com/Jobs for lebanon/541d1006-d702-4d8a-a653-bc217ea20136.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
MANAGEMENT,Senior Operations Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Amaretti/cf834625-8459-4a51-b65f-2a5fe5169c3c.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
HUMAN RESOURCES,HR Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Amaretti/f20e35c9-6951-4a9a-a9ee-28c7232e05fc.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Salesman For Restaurant Listing Application,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/ASM STUDIO/a9a8cc05-4a90-4592-8ff8-7087306a3631.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Housekeeping Supervisor,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/confidential/270c94f3-48da-4ded-a057-28c0bd944034.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Sales Representative,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Other/5121fad2-a6bc-46ad-92bb-c47aa1d34299.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Field Sales Executive,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/HDCO Petroleum/c795b1df-d2a2-417c-af3f-5c23563e0db0.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
INFORMATION TECHNOLOGY,Senior Software Engineer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Infosysta/aa2e2dcf-c102-4201-8677-aebcaf6fc013.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADMINISTRATIVE,Secretary/Personal Assistant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Engineering Consultants/6dadb34d-c05d-4095-9e49-8881653a8b85.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ADVERTISING,Multimedia Designer,"Adma w Dafnah, Lebanon",https://jobs.jobsforhumanity.com/KristiesLab/d1a9acb2-640b-4be4-bd69-9c80e44a8824.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ENGINEERING,Structural Engineer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Staff X/0b8b4dd6-e632-49ac-bac8-dfafc614d4b5.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
OTHER,Chief Steward,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/company_name/516c177d-52ba-4712-99e6-dad046ecbaed.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Retail Sale,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Hiring of Salesperson & Commercial Marketer/c3a33250-8143-433a-ae68-c03d118d64f6.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
SALES,Telesales Consultants,"Dekwaneh, Lebanon",https://jobs.jobsforhumanity.com/Exclusive Management/af910399-f69a-462d-b855-cd877cd488f0.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
OTHER,Household Manager,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Akenji International job Agency/1e36b9d8-6ea3-4772-a046-343717f66463.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Sales,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Ghalico Group SARL/f678e054-65ff-4497-83ad-a2539fc9152b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
SALES,Telesales Consultants,"Dekwaneh, Lebanon",https://jobs.jobsforhumanity.com/Exclusive Management/74665111-eb5e-46dd-a208-db845a30608a.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
SALES,Copy Of Telesales Consultants,"Dekwaneh, Lebanon",https://jobs.jobsforhumanity.com/Exclusive Management/74665111-eb5e-46dd-a208-db845a30608a.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
EDUCATION,Geography Tutors Urgently Needed.,Remote,https://jobs.jobsforhumanity.com/Educify Inc/f772c6f8-7d89-4b5d-bcde-68b5d3824f5a.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
INFORMATION TECHNOLOGY,Junior Quality Assurance,Remote,https://jobs.jobsforhumanity.com/Poyesis/d26c30f6-b7bb-4b6a-a0a9-a42925438784.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
INFORMATION TECHNOLOGY,Lead UX/UI Designer,Remote,https://jobs.jobsforhumanity.com/Poyesis/d038151d-7b08-43d5-a63b-71fb998da526.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
ACCOUNTING/AUDITING,Payroll Manager,Remote,https://jobs.jobsforhumanity.com/Fiscale/1691d6aa-7412-4467-a5fd-6afb7874e562.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ACCOUNTING/AUDITING,Accounting Intern,Remote,https://jobs.jobsforhumanity.com/Synkers/141f11f6-9360-43e5-97eb-c7deb96d0195.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Intern,Not Applicable
MARKETING,Real Estate Disposition Manager,Remote,https://jobs.jobsforhumanity.com/Trinity Offers/38450089-6ef5-44c5-b35e-22c90dfca8fd.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
EDUCATION,ESL TEACHING JOB AVAILABLE,Remote,https://jobs.jobsforhumanity.com/Rubaj RECRUITMENT/bffc8581-0b65-43f3-97ea-2e990e343f95.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
ENGINEERING,Structural Design Engineer,Remote,https://jobs.jobsforhumanity.com/Parissis Steel Engineering and Contracting Co/a61e183d-754f-4d0d-8041-863f731169da.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Not Applicable
ADMINISTRATIVE,Office Administrator/ Administrative Assistant,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Jobs for lebanon/5b699f7b-e00b-4960-80b9-bf705ae8a6f4.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Not Applicable
ENGINEERING,Computer Science,Remote,https://jobs.jobsforhumanity.com/Pesco Telecom/030dfff0-9496-40f7-993d-3ac730acceb1.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ENGINEERING,Junior Telecom Technician,Remote,https://jobs.jobsforhumanity.com/Pesco Telecom/bcd4e8bd-3652-4446-9b05-1972cf344cb2.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ENGINEERING,Telecom Engineer,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Pesco Telecom/c09c7c9b-9358-458c-abc8-f21e2be4868e.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
ENGINEERING,Quality Control Supervisor,"Beirut, Lebanon",https://jobs.jobsforhumanity.com/Parissis Steel Engineering and Contracting Co/1060ab89-aee8-4a28-b3fd-55e02f4271e0.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Entry Level
MARKETING,Digital Media Specialist,Remote,https://jobs.jobsforhumanity.com/Intouch/ef42c330-288b-49e3-9e10-f317f7d8a286.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Entry Level
OTHER,Family Driver,Remote,https://jobs.jobsforhumanity.com/PrimeTalent/327e5e1b-636e-4e84-a7fb-6ccafd8de961.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Executive
SALES,Veterinarian,Remote,https://jobs.jobsforhumanity.com/LVL - Lebanese Veterinary Laboratories/083c3b78-bda1-4161-89ce-9fc1315d2883.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
SALES,Agriculture Engineer,Remote,https://jobs.jobsforhumanity.com/LVL - Lebanese Veterinary Laboratories/97b11bcc-2501-4f2e-9798-030db5a5fe0b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
OTHER,Waiter/Waitress,Remote,https://jobs.jobsforhumanity.com/beitsara/a5bd540d-c140-4bb3-bff9-18d68680d1be.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
MANUFACTURING,Production Technician,Remote,https://jobs.jobsforhumanity.com/LVL - Lebanese Veterinary Laboratories/6ad6b4ed-7e42-43f7-985f-553cb5130e53.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Associate
ENGINEERING,Executive Assistant,Remote,https://jobs.jobsforhumanity.com/Parissis Steel Engineering and Contracting Co/0a19cbc6-92c6-422b-95ac-50e731cc33ef.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Mid-Senior Level
EDUCATION,HIGH PAID ESL TEACHING JOB IN DUBAI...,Remote,https://jobs.jobsforhumanity.com/Abdul Global Recruters/74208a51-1bc9-4738-99e6-9c58a7acd6b5.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
OTHER,HVAC/Plumbing Technician,Remote,https://jobs.jobsforhumanity.com/Assiyana/94229cd9-708c-42e5-97c6-813941176e94.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Mid-Senior Level
EDUCATION,HIGH PAID ESL/ENGLISH TEACHING JOB AVAILABLE –...,Remote,https://jobs.jobsforhumanity.com/Abdul Global Recruters/80bb8b04-6095-4547-bf68-338401845dca.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
EDUCATION,Persian Language Tutors Urgently Needed.,Remote,https://jobs.jobsforhumanity.com/Educify Inc/c5cc2e48-517a-42a2-a342-4e4e3508e901.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
EDUCATION,CULINARY TEACHERS URGENTLY NEEDED,Remote,https://jobs.jobsforhumanity.com/Educify Inc/fbb390e4-68a1-4582-aaca-30109d3a2b1b.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
EDUCATION,Japanese Language Tutors Urgently Needed.,Remote,https://jobs.jobsforhumanity.com/Educify Inc/a6c3c726-4d59-4b8f-80ab-3dd3d298af76.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Part-time,Not Applicable
TRAINING,ENGLISH LANGUAGE TRAINER/INSTRUCTOR,Remote,https://jobs.jobsforhumanity.com/Nextec/0eac89ea-a4ab-44a2-a4a1-577fd6125a12.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Contract,Mid-Senior Level
EDUCATION,HIGH PAID ESL/ENGLISH TEACHING JOB IN DUBAI...,Remote,https://jobs.jobsforhumanity.com/Abdul Global Recruters/2cdca50c-a201-40c5-bb64-ee5ada9a5b25.html?trid=51b2ed8b-4b69-4a77-a6da-f2126726b844,29-03-2025,Full-time,Not Applicable
